Democrat,population,population_change,age65plus,Black,Hispanic,Edu_bachelors,income,Poverty,Density
0,450980,3,12.3,0.2,0.077,32.9,65219,7.9,1758.9
0,288542,-2.3,15.6,0.129,0.12,21.2,47072,17.5,575.2
0,16188,-1.8,17.2,0.236,0.015,13.2,34753,23.6,25.9
0,7726,-2.6,27.3,0.005,0.031,23.8,34122,23.3,1.7
1,1570315,4.5,14,0.055,0.075,50.7,82090,8.1,1837.9
0,28000,-1.8,14.8,0.009,0.023,9.6,44128,16.7,75.7
0,13434,-3.3,18.3,0.011,0.01,12.9,43502,13.2,25.6
0,28328,0.6,15.4,0.031,0.353,15.1,43774,13.3,22
1,21638,-2.1,15.1,0.491,0.017,13,55443,16.4,91.5
0,89815,3.3,15.4,0.013,0.042,23,58525,9.3,128.6
0,45010,2.7,9.5,0.015,0.158,18.1,71525,11.3,4.2
0,127448,-3,19.9,0.047,0.346,22.5,45755,17.1,21.3
0,12264,-1.4,19.4,0.006,0.023,13.8,43971,10.3,24.7
1,412895,-3,15.7,0.206,0.032,18.9,42089,21,668.5
1,29096,-1.4,24.1,0.012,0.496,24.2,37899,20.2,7.4
0,442516,4.7,14.3,0.122,0.192,35,58175,11.3,1367
0,34681,2.9,14.5,0.01,0.098,23.4,57227,8.2,43.9
0,152912,1.5,13.5,0.039,0.031,24.6,54551,13.1,112.2
0,6089,0.4,14.6,0.075,0.263,20.6,65750,8.6,4.1
0,40857,-1.6,30,0.004,0.02,16.5,35343,15.5,74.9
0,8482,-2.5,23.8,0.002,0.026,17,42230,14,7.9
0,12875,1.5,17.5,0.007,0.04,8.2,35430,25.1,29.8
0,14324,-4.1,19.1,0.004,0.014,17.7,54583,9.6,21.4
0,39299,-0.2,16,0.006,0.018,14.9,50510,13.2,81.2
0,110497,6.1,13.3,0.075,0.039,19.8,53515,13.1,324.4
1,7311,3.9,14.1,0.096,0.038,41.7,36505,25.2,2820.2
1,20231,-3.5,21.5,0.515,0.04,13.5,34285,26.2,48.9
0,8297,-1.6,18.9,0.006,0.015,16.4,42393,14.7,15
0,277888,5.9,14.2,0.152,0.058,28.7,54061,13.2,375.4
0,65960,0.9,15.3,0.045,0.014,14.3,37238,19.4,144.6
0,15118,-6,21.4,0.006,0.018,9.5,31502,20.2,25.2
0,51163,-2,18.9,0.005,0.01,15.4,38642,17.8,13.3
0,34619,1,17,0.019,0.031,12.5,42668,15.9,36
0,18135,-2.2,19,0.027,0.02,12.4,42846,13.9,34.9
0,21915,1,27.7,0.005,0.041,39.2,55018,11.2,62.5
0,33477,-2.5,16.8,0.114,0.022,11.9,38551,17.5,49.7
0,45664,2.7,14.4,0.008,0.02,26.9,43231,21.9,17.7
0,24451,-1.8,17.3,0.156,0.035,11.4,38501,20.1,42.7
0,35815,-1.3,17.1,0.01,0.083,19.4,48158,11.4,14.2
1,101564,2.7,14.1,0.01,0.023,31,48090,15.7,154.8
0,24158,0,19.6,0.006,0.015,19.8,47584,13.5,46.9
0,21951,-1.1,17.1,0.021,0.189,9.4,35535,22.7,23.9
0,27463,-0.1,15.6,0.357,0.016,14.7,38362,22.6,46.7
0,111375,-1.8,14.9,0.155,0.099,17.1,50102,16.4,167.7
0,4180,9.8,12.5,0.007,0.323,19.6,56379,11.7,4.2
0,17227,-3.6,17.6,0.229,0.019,11.4,38085,17.4,29
0,98178,-0.1,14.9,0.373,0.036,24.6,41617,20,176.4
0,10815,0,14.7,0.019,0.07,9.5,40160,29.9,84.1
0,18059,-2.9,18,0.361,0.013,13.6,46150,16,31
0,4257,0.8,26.6,0.005,0.028,12.1,33033,18.4,3.5
1,87869,0,18.9,0.01,0.241,22,43469,20,25.1
0,88574,-0.2,16.3,0.031,0.046,15.8,53075,9,101.4
0,12661,-1.8,21.4,0.007,0.015,18.3,39208,15.2,25.9
0,98020,1.5,13.7,0.137,0.046,14.8,50572,14.1,90.2
0,64050,1,16,0.27,0.184,12.6,36496,22.8,67.1
0,16518,0.1,15.3,0.366,0.147,10.9,26634,30.5,37.7
0,10403,-0.3,20.8,0.003,0.039,19,44427,10.2,4.3
0,201560,2.1,14,0.015,0.017,25.6,60365,10.2,436.5
0,29465,-0.7,14.7,0.212,0.02,12.6,37050,24.1,52.1
0,7628,-4.6,18.2,0.087,0.254,16,36354,20.2,9.2
1,5662,6.8,10,0.004,0.035,14.8,30710,33.3,2.3
0,24256,-2,19.4,0.1,0.255,14.4,37391,19.2,24.3
1,317419,-0.6,11.4,0.475,0.038,29.6,34582,27.4,5157.5
0,72715,1.8,26.9,0.01,0.058,24.2,46033,14.6,41.1
0,5815,-5.6,20.2,0.323,0.019,12,33717,18.8,30.9
0,117029,9.2,10.2,0.229,0.052,24.9,69070,12.3,369.7
0,40255,-0.2,18.8,0.059,0.029,18.9,42451,13.8,96.9
1,31422,-2.8,12.6,0.727,0.025,19,24480,40.4,54.5
0,49506,-1.1,15.3,0.007,0.012,17.6,56946,9.1,164.1
0,118343,5,8.6,0.008,0.105,36.9,49506,16.6,96.7
0,453,-1.5,21.2,0.002,0.051,31.7,40568,6.9,0.6
0,9104,-4.6,18.2,0.267,0.036,10.3,40771,21.2,26.9
0,27220,-2.2,15.4,0.416,0.056,14.7,30619,27.1,46.6
0,21129,0.1,17.6,0.011,0.021,23.7,50120,12,9.5
0,9359,-1.7,19.9,0.006,0.015,11.3,40313,16.9,30.4
0,24965,-1.8,19.4,0.283,0.012,12.2,35947,21.6,51.8
0,9429,2.2,15.9,0.007,0.1,25.2,45888,13.7,2.5
1,15725,2.6,11.2,0.005,0.093,54.5,52332,17.7,4.7
0,139992,8.6,9.1,0.18,0.113,36.2,97110,5.1,479.5
0,1944,-2.3,27,0.003,0.009,13,49076,10.1,2
0,22598,-5.1,17.5,0.007,0.005,8.7,34454,21.5,47.6
0,20299,-2.1,17.3,0.016,0.021,17.1,53826,10.2,49.5
0,13635,5.8,26.5,0.14,0.217,12.2,34694,24.5,16
0,3197,-3.3,24.2,0.004,0.033,19.4,42610,12.8,4.6
0,81484,-1.9,17.8,0.051,0.05,12.5,34357,19.5,176.1
0,51097,-0.7,15.1,0.015,0.027,26.8,47468,15,82.2
0,12725,-2,19.3,0.055,0.015,16.8,37127,21.4,37.7
0,16243,-0.2,25.5,0.016,0.084,26.6,35423,21.5,44
0,33788,0.8,17.4,0.013,0.009,12.6,45413,13.2,51.7
0,15578,1.9,20.4,0.019,0.028,16,44618,12.7,40.2
0,9099,-3.4,21.4,0.009,0.021,16.5,44663,9.2,16.7
0,1793,2.4,25.2,0.003,0.02,22.9,46100,10.1,1.2
0,190761,6.2,13.6,0.081,0.275,22.8,50853,18.7,457.5
0,36742,-3.5,25.1,0.021,0.13,19.3,53684,12.6,64.1
1,34680,1.4,17.3,0.005,0.042,22.2,38659,19.1,47.6
0,203247,3.8,17.4,0.027,0.617,14.3,41595,20.2,35.5
0,11568,-0.6,20.8,0.005,0.019,9.9,33386,22.1,37.7
0,65455,-1.4,19.2,0.009,0.119,19.7,39627,18.9,11.2
0,12368,1.2,19.2,0.005,0.021,7.7,35870,21.4,24.7
0,41133,-0.8,14.9,0.13,0.13,13.1,39208,23.4,133.6
0,53315,2.2,13.3,0.305,0.025,13.3,42186,18.2,70.7
0,11364,-0.4,26,0.003,0.025,16.7,32881,22,4.1
1,769091,3.5,15.6,0.063,0.186,36.6,67311,11.2,1508.8
0,10011,-4.2,20.1,0.004,0.007,10.6,35769,21.1,23.1
0,9023,-6.8,23.2,0.012,0.148,18.7,36212,21,2.5
0,192810,3,17,0.166,0.035,19.3,41579,16.8,261.6
0,38438,-1.4,16.2,0.02,0.138,13.7,41940,16.5,94.5
0,104510,1,17.1,0.217,0.071,21,47141,16.6,146
0,25371,7.6,11.7,0.173,0.044,31.1,81753,7.1,131.3
1,32190,0.4,12.4,0.044,0.717,23.6,40566,24.5,36.4
0,56953,-2,17.7,0.305,0.049,12.2,35761,25,62
0,68761,-0.5,17.9,0.017,0.016,19.8,43183,17.7,166.1
0,7022,-0.4,17.5,0.008,0.034,20.6,54694,6.4,8.9
0,29949,-0.5,14.7,0.207,0.063,11.4,35830,22.7,46.9
0,10722,-2.1,21.7,0.003,0.023,17.1,50609,10.3,18.5
0,68569,-2.1,17.7,0.073,0.04,16.8,39747,18.6,169.2
0,19889,-0.5,16.3,0.006,0.073,16.2,52741,10.3,48
0,16931,-2.8,19.3,0.01,0.013,10.4,32239,25.4,29.6
0,25827,-1.5,19.2,0.003,0.007,14.1,40064,19.2,40.6
1,28797,-2.2,15.4,0.514,0.028,13.5,35421,26.3,37.9
0,89486,0.3,14.6,0.06,0.06,20.1,44363,17,218.6
0,53776,2.9,11.3,0.027,0.015,27,65086,7.8,121.1
0,45132,-2,18.7,0.047,0.011,11.6,33771,21.2,69.6
0,8835,-0.4,14,0.152,0.125,9.3,39722,20.2,16.3
0,39410,-0.6,13.3,0.014,0.14,9.6,34888,22.4,115
0,117543,0.1,13.9,0.024,0.075,20.2,40399,18.4,183.9
0,5899,-2.6,18.9,0.044,0.54,13.8,38187,26.5,6.7
0,200111,9.8,18.7,0.096,0.046,27.7,50221,13.9,114.6
0,5714,5.6,17.2,0.028,0.273,18.4,51766,14.3,5.9
0,187589,5.5,8.4,0.158,0.121,18,45450,15.2,233.1
0,163929,2.6,12.7,0.049,0.029,29.1,54270,13.7,996.7
0,20850,-0.7,12.7,0.043,0.374,11.1,47069,16.9,79.5
0,6826,1.3,19.7,0.006,0.01,15.3,39192,17.2,13.7
0,43650,0.3,20.7,0.005,0.035,18.6,41742,16.5,17.6
0,27561,-0.1,17.1,0.028,0.076,15.4,38245,19.1,34.4
0,33637,0.8,18.4,0.072,0.031,15.5,41571,16.3,58.5
1,30981,-0.8,17.8,0.008,0.015,26.6,45395,14.1,48.1
0,22818,2,12.1,0.006,0.34,13.4,40126,18.3,37.5
0,57719,0.7,17,0.018,0.087,12.1,44145,15.8,88.9
0,14142,-1.3,21.2,0.077,0.017,18.4,45629,16.1,32.5
0,101759,0.1,16.6,0.016,0.049,20,53820,9.8,141.2
1,158742,3.1,12.4,0.038,0.029,40.4,50336,20.5,138.7
0,43452,-3.6,19.2,0.034,0.009,12.9,35693,18.3,86.9
0,10655,-0.5,17.2,0.005,0.014,12.1,39700,19.6,35.1
0,10416,-0.8,20.6,0.026,0.339,14.9,37667,21.9,10
0,168068,1,12.5,0.073,0.126,23.2,54930,14,611.9
0,20466,-1.7,15.2,0.407,0.012,11.3,29022,31.8,29.9
0,163422,8,14.5,0.066,0.052,25.9,57703,12.3,149.6
0,20940,-3.4,16.9,0.289,0.021,8.1,35792,20.2,38
1,160939,1.8,14.7,0.03,0.053,42.3,61227,13,299.8
1,685345,17.2,9.4,0.211,0.24,41.4,85297,8.4,679.5
1,618821,8.2,11.9,0.109,0.188,38.8,60651,12.1,716.7
0,69999,8.1,10.4,0.044,0.557,13.3,50694,15,14.7
0,19113,0,16.3,0.003,0.015,8.2,34399,23.6,85.5
1,250539,5.1,18.1,0.065,0.065,33.8,44713,17.1,362.9
1,11843,-2.1,12.9,0.621,0.017,11.2,25498,40.3,19.4
0,46453,-2.7,18.7,0.011,0.01,15.9,49590,12.4,55.4
0,52677,2.1,19.1,0.024,0.035,13.6,39745,18.3,187.6
1,16498,-5.4,19.2,0.551,0.021,12.2,36293,24,30.8
0,27597,-3.9,15.4,0.017,0.008,13.5,33528,25.3,84.5
0,7904,-5.1,24.3,0.003,0.018,12.7,30038,23.5,10.1
0,61870,2.3,13.5,0.072,0.067,19.5,53179,15.9,178.1
1,34113,-2.4,19.8,0.487,0.03,13,31410,24.9,57.6
1,2321580,4.1,13.6,0.208,0.28,30,57001,15,20553.6
1,7357,0.6,11,0.007,0.378,28.1,44610,14.3,19.4
1,310797,5.1,11.7,0.15,0.069,40.1,48398,18.9,1042.8
0,29121,-0.4,19.7,0.029,0.011,15,41275,14.4,63.3
1,200949,0.4,17.2,0.016,0.015,26.1,46517,16.4,32
0,10581,-0.1,28.2,0.011,0.03,20.6,38828,24.3,49.3
0,20892,2,24.6,0.009,0.179,21.9,49215,15.3,25.9
0,6069,-1,15,0.009,0.048,17.7,51493,8.5,14.3
0,11483,-4.3,18.9,0.317,0.035,9.6,41550,15.7,48.2
0,21870,-1.2,17.1,0.047,0.017,13.1,44722,17,30.9
1,938803,1.2,11.6,0.533,0.06,29,46250,20.8,1215.5
0,20240,-1.6,23.7,0.01,0.019,12.7,34797,23.4,34.4
0,21050,-2,16.3,0.047,0.018,13.2,43510,17.9,48
0,1847,-4.6,23.2,0.009,0.015,20.2,47198,14.9,1.1
0,41665,-1.9,16.4,0.056,0.057,14,40359,19.1,74.7
0,23347,-0.1,16.6,0.052,0.098,17.2,39519,18.6,30.9
0,42282,-3.8,27.9,0.027,0.144,12.3,39876,18.9,2.4
0,17464,-1,15.4,0.355,0.063,9.8,28547,38.1,70.5
0,16858,-0.3,16.4,0.022,0.023,15.2,44652,19.1,73.5
0,17477,0.1,23.7,0.274,0.061,14.9,49157,12.9,76.1
0,185596,2.6,14.7,0.006,0.022,32.9,72359,6.2,320.2
0,44812,3.2,13.5,0.053,0.021,16.6,43833,18.2,104
0,21888,2.2,14.2,0.022,0.015,20.4,52646,11.3,106.1
0,4956,-2.6,22.8,0.003,0.011,14.4,50436,11.9,20
0,21370,-2.3,15.9,0.407,0.028,13.7,37487,22.2,85
0,154255,9.9,10.3,0.237,0.039,32.5,43542,22,230.8
1,86806,2.6,13,0.429,0.037,26.2,66085,11.4,211.4
0,71978,2.8,15.1,0.023,0.021,26.3,62981,7.6,228.8
0,6392,-1.6,19.5,0.051,0.059,20.8,45865,6.9,9.1
0,22576,-1.8,16.1,0.24,0.044,21.4,32721,24.3,26.6
0,12401,-2.9,19.8,0.006,0.016,9.8,39225,16,77.3
0,174061,2.6,11.4,0.077,0.048,42.8,62089,14.2,143.3
0,3838,0.4,24.1,0.004,0.04,16.2,36000,17.9,8
0,68290,0.8,15.5,0.293,0.043,16.8,38074,23,97.5
0,8654,-2.3,19.1,0.078,0.014,12,41189,13.2,9.9
0,13898,-5.2,19.8,0.005,0.011,14.2,42260,16.3,27.2
0,17379,0.5,17.5,0.008,0.022,22,54336,8.2,40
0,3492,2,24.3,0.001,0.021,15.3,45920,12.1,6.2
0,18606,-7,24.7,0.012,0.084,22.6,45794,15.2,7.8
0,116608,5.8,14.5,0.046,0.381,21.6,44545,16.2,72.4
0,5075,-1.4,21.5,0.005,0.023,21.3,51373,9.2,6.2
0,6927,-3,22.7,0.004,0.008,15.4,37635,17.7,17
0,23769,-0.1,16.9,0.16,0.091,11.8,52453,12.7,29.7
0,15907,-3.1,22,0.091,0.037,8.4,33981,17.4,23.3
0,21366,1.6,17.4,0.117,0.07,19.1,44847,19.9,1396.8
1,1030447,6,13.7,0.188,0.187,57.1,98221,6.7,1978.2
0,38146,0.1,16.6,0.01,0.045,17.8,46797,16.8,75.6
0,102975,4.1,15.8,0.048,0.055,18.5,41083,19.8,301
0,14192,-2.5,22.5,0.005,0.062,16.9,44264,12.8,20.4
1,33327,-0.2,13.6,0.49,0.026,12.8,45368,19.2,54
0,4000,-3.2,21,0.005,0.012,14.8,34481,26.3,8.2
0,28187,-2.3,19.3,0.006,0.012,11,43779,15.5,73.1
0,8618,-0.9,14.9,0.128,0.062,16.6,38442,28.5,25.7
0,31704,0.3,17.1,0.014,0.059,21.9,50695,12.6,16
0,6143,-2.8,21.1,0.004,0.075,13.8,43804,14.5,11.9
0,108579,0.8,16.4,0.07,0.053,24.6,54115,10.8,187.3
0,9917,-17,17.8,0.035,0.091,17,44206,15,12.9
0,21039,-3,24.3,0.004,0.02,11.3,34619,21.5,38.5
0,93128,0,15.7,0.016,0.072,19.1,51304,13.8,98
0,69693,1.1,15.1,0.005,0.014,16.1,55354,11.5,170.5
0,9850,2,17.9,0.014,0.068,23.4,46035,11.6,13.1
0,39290,0.4,14.8,0.023,0.051,27.2,37378,20.6,66.4
0,106917,-1.6,16,0.045,0.084,29.6,70912,7.8,304.5
0,76619,4.5,20,0.065,0.038,22.8,55315,12.6,113
0,405184,1.1,13.9,0.026,0.06,35,69829,8.6,457.4
0,155634,5.2,15.3,0.008,0.052,28.7,51342,12.3,56.2
0,27212,-4.9,15.6,0.035,0.19,14,37909,21.8,28.4
0,5382,-5.3,23.8,0.004,0.013,21.3,44426,11.6,10.4
0,31749,-9,12.5,0.088,0.185,13.1,53107,16.9,7.7
0,9346,10.8,11.6,0.018,0.466,11.1,47992,16,4.6
0,13917,1.8,18.5,0.016,0.049,24.9,49633,8.9,23.9
0,37903,-2.7,17,0.055,0.045,14.5,54614,10.3,37.3
0,19442,-0.7,17,0.359,0.021,14.2,33381,29.9,47.3
0,87706,-1.3,17.1,0.029,0.014,21.9,43997,17.7,107.5
0,30362,2,18.5,0.004,0.016,19.5,45488,14.5,37.6
1,11822,-5.3,19.3,0.599,0.012,14.4,27186,27,30.6
0,24199,-0.1,18.5,0.169,0.038,13,35159,21.7,28
1,12570,-4.9,21.1,0.487,0.048,11.7,34936,23.7,38
0,13703,-1.3,16.7,0.003,0.007,15.4,51408,8.7,23
0,67122,-0.3,17.2,0.021,0.026,20.7,44807,16.6,139.3
0,15165,1.1,15,0.131,0.018,11.4,39125,25.7,43.8
0,11125,-3.9,22.2,0.01,0.032,11.6,29897,26.5,8.3
0,3645,-1.2,20.4,0.014,0.028,18.7,49055,14.9,3.9
0,48804,2.1,17.3,0.069,0.034,33.2,87256,8.1,128.5
1,71828,0.4,13.5,0.009,0.064,10.4,31476,36.2,6.4
1,12264,-5.7,17.1,0.479,0.048,12.7,28680,30.1,16.9
0,24445,-1.2,16.7,0.024,0.015,9.6,33651,25.4,74.1
0,16186,1.6,14.4,0.175,0.025,19.2,62670,9.5,58.2
0,91833,1.7,13.8,0.031,0.018,28.5,54306,13,597
0,15880,1.6,19.5,0.003,0.028,33.6,42426,12.3,5.6
0,61598,5.8,8.6,0.009,0.118,20.4,61412,8.7,8.4
0,82982,0.3,18,0.073,0.031,20,43590,16.7,282.4
0,33093,1.1,13.9,0.024,0.042,32.1,60115,10.6,73
0,6219,1.1,19.6,0.003,0.018,20.5,41277,17.5,3.8
0,72143,-3,21.1,0.166,0.096,11.4,32497,26.4,102.2
0,197349,-1.6,17.5,0.057,0.039,26.1,45958,17.4,284.2
0,9173,-0.6,19.4,0.014,0.431,36.1,40477,12.4,1.5
0,13279,-0.3,18.9,0.019,0.025,11.7,39781,20,29
0,10898,-0.9,15.1,0.312,0.12,14.1,36788,27.9,60.2
1,8741,-6.8,14.2,0.75,0.025,10.9,23600,44.9,22.4
0,15515,-3.4,20.5,0.008,0.029,16.4,47447,10,18.3
1,776712,5.6,11.9,0.057,0.112,39.9,52511,17.8,1704.9
0,4140,-5.2,23.8,0.002,0.041,26.3,39541,16.1,0.9
0,47269,2.4,11.4,0.007,0.083,26.4,42369,20.9,14
1,831073,7.3,10.4,0.009,0.912,15.9,34146,34.8,493.2
0,4897,0.7,20.3,0.006,0.036,19.8,45920,10.6,4.3
0,15479,-0.6,21,0.023,0.013,15.3,38443,16.2,19.4
0,38510,-1.3,16.8,0.022,0.096,16.5,47593,13.9,94.9
0,21773,-2.1,14.7,0.03,0.223,13.5,44731,15.8,25
0,351746,9,25.5,0.093,0.157,26.6,47876,15.1,434.5
0,48995,-0.9,18,0.027,0.016,14.9,40679,17,126.2
0,15025,-4.5,20.4,0.005,0.078,14.6,50802,11.6,16
0,41358,-2.5,16.9,0.02,0.038,13.3,35742,21.4,63
0,17325,2.9,18.8,0.019,0.029,31.2,48814,12.4,38.7
0,6603,-0.7,17.6,0.053,0.025,14.9,36591,20.6,991.9
0,40703,1.4,16.2,0.007,0.067,21.2,50418,15,4.4
0,92051,-1.8,16.5,0.033,0.04,20.9,52601,11.3,155.3
0,57985,3.4,28.9,0.007,0.027,17.4,37188,17.6,82.3
0,35374,-0.8,19.2,0.02,0.022,9.5,30573,26.1,82.1
0,31054,-0.3,17.1,0.01,0.021,18.3,39512,23.6,49
0,198997,0.8,15.5,0.124,0.022,32.5,55449,14.2,227.4
0,14188,-4.9,15.7,0.505,0.073,10.1,29012,29,38.1
1,313333,6.4,12.2,0.011,0.138,58.3,67956,14.2,405.6
0,87770,-1.2,17,0.068,0.029,21.5,48804,15.7,218.1
0,185025,17.8,10,0.041,0.37,36.7,58651,17,231.7
0,20768,-1.4,18.1,0.008,0.021,26.5,53122,8.4,30.5
0,243441,3.6,13.4,0.151,0.252,21.7,41922,22,226.5
0,4043,-1.1,18.5,0.007,0.03,16,47569,11.9,9.5
0,15854,-0.2,13.8,0.015,0.173,17.7,55347,13.5,2
0,147250,11.9,13,0.079,0.37,24.6,61958,9.7,184.9
1,5233,1.1,24.3,0.006,0.019,37.4,52215,8.3,3.6
0,39969,0.3,16.8,0.036,0.083,12.1,34641,21.5,92.1
0,29778,4.3,15.1,0.282,0.042,16.8,57218,12.7,54.1
0,40354,2.6,17.1,0.085,0.079,13.3,46600,15.8,67.4
0,20976,-3.8,15.2,0.3,0.034,15.2,37292,19.8,44
0,24874,-0.4,17.6,0.005,0.041,20.9,58888,6.4,29
0,1275,-4.6,24.9,0.053,0.187,21.8,33750,15.4,1.9
1,20110,-4.4,18.6,0.51,0.024,17.4,35079,24,21.5
0,5150,-3.3,15.6,0.008,0.03,14.6,46972,16.3,2.8
0,24612,-1.2,19.2,0.041,0.017,14.6,37800,19.1,65.6
0,8610,-2.7,21.3,0.001,0.015,16.6,48038,10.1,12
0,18272,-3.6,17.6,0.158,0.016,12.3,35793,21.7,28.1
0,43628,-2.8,22.7,0.014,0.119,23.9,37709,21,7.2
0,33759,0.8,16.5,0.021,0.016,16.1,49329,11.5,68.7
0,5807,-2,20.4,0.007,0.039,13.3,34867,21.6,11.5
1,172717,6.2,10.5,0.096,0.032,47.3,48627,20,237.3
0,3972,-3.8,16.1,0.009,0.608,17.9,53806,7.3,2.8
0,47851,-1.2,16.2,0.362,0.025,15,34793,24.7,60
0,171987,5.9,15.6,0.252,0.069,21.4,55149,12.9,276.9
1,125604,2,13.8,0.012,0.022,31.8,58825,10.5,333.7
0,24264,-2.5,19.2,0.005,0.055,12.6,45000,15.7,26.3
0,53923,1.1,15.1,0.177,0.161,13.8,45752,17.8,57.7
0,17206,-1.4,21.8,0.005,0.011,14.6,41547,15.1,16.1
1,81401,0.2,16.3,0.398,0.101,17.9,39204,23.2,220.6
1,459862,6.8,11.7,0.067,0.08,34.9,59018,11.8,750.5
0,5762,0.9,21.4,0.004,0.028,21.3,45464,13,1
1,440078,4.4,14.6,0.026,0.235,27.3,53040,15.1,66.9
1,252603,-0.9,14.8,0.482,0.028,22.7,41053,19.5,290.2
0,213525,-1.4,17.4,0.071,0.026,22.2,47955,13.7,414.4
0,3033,1.7,23,0.003,0.015,17.9,38362,14.1,1
0,19706,-3.9,26.3,0.01,0.315,23.6,43014,14.7,4.2
0,36519,-0.5,15.8,0.115,0.404,14.5,43096,21.1,33.4
0,53623,1.6,16.9,0.038,0.04,18,37618,20.9,123.1
0,379493,5.3,13.2,0.047,0.031,35.1,71077,5.8,643.2
0,98275,1.7,16,0.05,0.028,18.8,46555,15.2,210.9
0,44750,0.9,14.2,0.047,0.02,21.1,47964,13,53.1
0,23082,-2.7,19.6,0.335,0.036,9,35315,22.6,55.8
0,19009,-0.8,15.4,0.021,0.026,11.1,42383,19.4,61
0,45455,-0.9,20.2,0.01,0.024,16.2,44054,12.8,53.2
0,51548,15,10.4,0.013,0.018,39.4,74751,4.5,77.7
0,2319,-4.2,28.7,0.004,0.008,14.8,45542,7,3.4
1,273676,-0.1,16,0.069,0.099,31.3,66583,8.7,412.2
0,19031,3.4,15.7,0.069,0.05,24.1,59358,12,117.8
0,32822,0.1,15.2,0.013,0.031,23.9,58936,9.5,57
0,23712,-1.9,15.8,0.004,0.018,11.5,42898,19,127
0,25870,-0.6,21,0.037,0.02,11.2,33622,22.6,45.1
0,40816,-1.1,17.1,0.006,0.032,15.3,42751,19.7,63
0,302623,10.2,10.4,0.041,0.038,55.1,82468,5.1,696.4
0,65385,2.1,13,0.035,0.032,30.5,49935,19.2,85.6
0,5185,-0.6,16.9,0.062,0.105,12.8,42364,13.7,13.9
0,10149,-3.7,23.6,0.222,0.041,12.2,31967,23.2,27.7
0,37618,-0.9,15.2,0.042,0.019,16.2,50821,9.7,79
0,75128,-0.4,19.8,0.008,0.097,14,42860,15.4,31.4
0,9553,-1.4,20.5,0.008,0.025,17.9,46623,13.1,20.1
0,63036,0.8,17.6,0.045,0.109,16,39596,19.2,388
0,22028,-0.3,19.4,0.007,0.013,12.6,34604,22.4,50.9
1,2112619,3.8,10.3,0.095,0.517,18.7,54090,18.7,101.5
1,16103,-0.3,17.5,0.005,0.024,21.7,38550,18.8,15.5
0,168474,5.3,37.7,0.062,0.067,21.2,44378,12.6,235.2
0,5917,0,28.2,0.003,0.01,20.8,39051,16.4,7.8
0,687,6.2,19.8,0.001,0.017,22.7,55089,7.7,0.9
0,7089,0.7,15.3,0.101,0.295,18.6,47532,15.9,10.1
0,19179,2.4,10.2,0.014,0.62,14,43926,22.9,9.7
0,24150,-1.4,20,0.01,0.029,10.4,32900,24,39.9
0,16432,0.7,15.8,0.008,0.027,20.8,53759,11.8,11.4
0,7995,7.7,12.8,0.384,0.054,8.5,24382,31.3,25.1
1,675551,2,14.2,0.034,0.49,32.1,48801,18,570.8
0,31477,-0.4,15.2,0.171,0.023,13,41622,18.8,48.5
0,7248,2.3,18,0.011,0.026,20.9,53237,6.7,2.5
0,26867,0.1,17.2,0.067,0.028,13.3,36590,21.2,48.6
0,32337,-2.4,16.7,0.37,0.018,12.4,33103,24.5,57.1
1,53989,5.2,14.2,0.006,0.126,41.4,58080,11.4,30.3
1,160531,2.5,13.2,0.024,0.022,47.4,63989,11.2,291.7
0,100889,1.4,15.5,0.04,0.043,23.3,60350,8.9,142.8
0,30397,-1.7,17.4,0.026,0.012,15.2,39226,17.7,66.3
1,56014,-1.2,20.7,0.009,0.014,34,52460,10.3,58.5
0,6435,-0.4,11.4,0.074,0.5,9.5,47540,15.5,7.2
0,4150,0,20.2,0.007,0.075,23.9,47344,16,3.4
0,42522,3.9,14.6,0.012,0.088,33.6,42982,22.6,17.8
0,5124,0.9,25.2,0.002,0.015,13,35184,19.2,31.2
0,13796,-2.7,18,0.04,0.036,14.2,37012,21.8,14.5
1,105462,0.3,11.1,0.076,0.109,29.8,53375,19,166.6
0,21192,-0.1,21.5,0.273,0.066,18.7,44764,14,61.6
0,52132,-0.4,10.5,0.148,0.096,18.8,46572,13.5,39.4
1,3568,1.2,25.8,0.019,0.643,19.5,29145,22.2,2.9
0,8128,-2.8,23.8,0.003,0.019,18.8,38582,17.2,15.2
0,63067,-0.6,17.8,0.01,0.241,13.5,41924,19.7,21.5
1,207133,3,11.1,0.128,0.057,42.4,45808,22.3,201.8
1,826925,2.7,15.8,0.278,0.05,35.7,66486,8.9,1345.5
0,245346,8.5,13.1,0.195,0.05,28.5,53740,13.4,332.2
0,9815,-1.7,19,0.016,0.038,18.2,39968,19,17.5
0,1169,0.8,25.2,0.001,0.012,16.4,39659,13.7,0.3
0,11442,-1.2,23,0.005,0.024,25.5,38344,13.8,2.7
0,2217,2.8,30.9,0.002,0.01,23.9,39038,15.8,4
0,36713,6.8,7.6,0.188,0.15,20.8,46908,12.1,89.3
1,1316298,7.1,13.1,0.175,0.265,29.5,49596,16.8,1204.9
0,121942,-2,18.1,0.095,0.017,14.9,41835,15.7,251.3
0,17253,0.4,19.2,0.131,0.201,11.6,45651,15,26.1
0,8855,-2.1,16.3,0.042,0.163,10.7,49038,16.7,9.9
0,7624,0.3,19.8,0.009,0.027,16.3,50476,11.5,19
